ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.487104476562832,179.26792406299649,21141.965069036134,5.864885699030926,382.8410961928979,381.37840385190617,15.378184118794284,89.41614584925641,4.936410763961482,0
7.159630585155422,167.75949809720225,20025.079956421876,6.978148785519495,269.53284060212826,562.5726067758902,12.602575758051884,52.621016785565885,3.3479541017765744,1
8.079540919732578,201.51477363974482,13346.319435401696,8.520118505713572,352.05901887718056,417.2191286276679,19.21524264894873,47.32168074756833,2.799807789281949,1
10.761440346949643,212.8178435636138,29006.022070027648,6.999152481903946,318.4605999521158,406.4970651990217,15.381571375981643,64.83029574267104,4.165736845730021,0
4.955069252770208,250.44970475526972,30650.466994553113,9.683914712404325,294.02672401171117,535.0881405061513,10.313787105697031,,4.978954552504243,0
7.286093173448419,208.0383907384551,12369.502664023676,6.020603534693153,415.4379786715332,375.2501971563408,16.664205875314845,95.04841485674235,5.211511750643519,0
5.380650897634476,217.58735912367763,15428.209271633472,7.425113486298625,294.28359396377647,452.0784778084809,18.8093524862173,98.99124542793194,4.145412454752668,0
5.86069103039451,220.06415529467859,38896.68911702719,6.560213222015671,287.0137772109929,367.79496238118486,16.525660124303112,53.45931598307877,3.814426834045409,0
,158.46579393441647,26959.13739899367,8.048978295332715,,629.7542538879574,14.297842310876039,51.24765000053675,4.440606313870874,0
9.459914159065761,164.706374881552,18684.4361891641,5.88509114608419,301.98167254817304,612.7392849515245,24.51164211021773,64.32123227057218,4.6046589099516115,0
7.338222697165578,160.73981207197411,16632.549197590146,10.165288451310134,334.0641591995743,417.29252869992706,17.122561968475267,68.0698206357829,3.1854833646343645,1
10.3218821413086,152.57240463774485,22999.703394288335,4.44883240313991,340.2335308813676,468.20445961884303,11.863988250428225,76.91649733241343,3.13970285366752,0
7.751470074790742,222.57062988323628,34519.25059591197,9.830458778694789,,426.62014424782836,17.807079551647636,60.66484751102226,4.32065423717758,0
7.7450132631231465,205.94264801573755,21632.38493635469,7.262181781191956,,398.0331613366014,12.195234174582053,56.64999205880098,5.031811354214479,1
7.351053918832165,199.0154204757087,11678.84496172953,7.992830839160122,304.7305054919819,435.866225127754,12.703066292788263,63.38313309239109,3.5228441210263695,1
8.135524934970565,111.09962664326537,20649.624975187253,9.228549346885293,360.4368859669243,422.91940403402526,12.13416140116927,57.490264414167044,4.263252752391584,1
6.1844700262553784,264.02518864855256,33075.98755747589,8.47510516236239,,303.3300734794973,15.951457969882416,77.27808362358621,3.9044743183912924,0
11.636203846613185,166.97845106334802,10272.22325872339,5.966557517286963,313.2814432809239,447.45228438249967,22.143095323857036,103.04513658698772,3.7627038055657467,0
7.190276332095329,263.9046396703917,18013.63256353515,8.068141497314912,,422.78273590097837,14.153565980195676,38.41711405145831,3.622341430788235,1
7.5072069098239265,148.71995528657172,14875.891943761779,10.070608876762694,328.77768483979395,451.4257968959898,10.281380292585736,74.83215833873332,3.5471245823535407,1
6.087646485473912,169.67200188348994,39725.69651488298,5.7180790947859,379.0082453019589,419.93656355662984,16.453624355701482,45.316263408775136,3.532696768993819,0
5.814841762716499,123.92625531543318,33378.40629448746,10.467117047686486,384.5911117103288,397.0845794309335,17.20404335748272,61.8343748629239,3.5881378677401456,0
7.413759712228032,208.31391170851475,16205.992597923561,7.729409927830331,387.1096553866278,496.8927328702764,10.810341363320541,36.44815166149985,3.3365982876414595,1
3.5276082153004196,160.16865059531045,22751.485131254933,6.435500120365994,362.4139332557996,469.27725981963926,16.870009435474906,45.64373905349298,5.187294723529158,0
6.9424344701483305,161.09829493016414,18418.136761691516,5.708602772318958,333.77377322934336,539.0006218348036,6.814637888298309,51.449122280565966,4.624660796275483,1
9.552573981565013,151.24428225496234,12878.636790676157,6.767206422434926,331.14867400704753,466.1741649693643,11.395871148997921,55.110741234828936,3.810606349865146,0
7.441587269625767,221.9749815640757,14125.144412057514,4.030660236908617,323.69342709479184,410.2333906133372,11.943885626557789,42.92565194017236,3.99249673255022,1
8.758758097262332,219.8071541365723,19549.66132727928,6.463913738887116,244.09051926145662,476.0348969157024,16.187801633524607,49.24375303200001,3.2367540816072338,1
6.955314201691282,256.01591501649204,17552.76364833747,6.704574954708134,,266.16645673349115,12.658907041566547,64.92694916088628,3.4938284893219858,1
,173.84025216669917,15221.022240531274,5.422426434402377,343.92087444834226,596.1773350094475,12.82113036970897,79.9078329287409,4.449339557331374,1
8.739666625505459,203.59915730743973,34213.082080578795,8.301595407948888,367.9767046210372,448.36991561722743,12.058918413191453,64.4315643353218,5.092194732283918,0
11.493830518621248,153.98087200547582,28726.061252798885,6.774349265292768,,602.7040362453608,14.13516243179262,56.991967966113066,4.231372594306314,0
4.259905630785561,185.37721615200803,10350.91540826123,6.115444619509204,361.32376170487595,355.95691917780493,18.45083986117721,78.44361414118566,3.157192570819885,0
8.055600844626,179.32998919304927,30628.895637320886,6.605972382591701,276.7712075975362,335.8942530847836,13.906661517180982,39.36557266046135,1.9049500319032042,1
7.970982362279882,211.68040360159935,22406.679457931346,7.681069807839038,285.39240377657103,455.7593300472766,10.193511444894131,53.920483734636534,3.9518264431400514,1
7.158435820757943,229.8600174311585,16821.014371639318,7.235689512537851,231.28483977153482,455.49280721554607,13.173330016668288,36.63885775233186,4.099440959068125,1
9.670524534210308,229.00609412835635,21995.25828409542,6.0124593608216275,328.23794329257066,453.5301777745051,15.915838585419493,72.09644806973154,4.282152856385246,0
7.033257484895643,168.6714762440406,53898.64295652864,7.318532488983902,301.817440665966,441.2147572226388,14.376427896585382,74.64312818686639,3.1102683743316413,0
8.43159041192026,229.2495940620967,24356.766695437003,7.039931987045313,296.3999903679446,375.4481333971478,19.902699303903667,64.2247981903183,4.636073787874604,0
6.2,194.9495989891535,20521.02301577296,5.319646527424876,347.65460844776374,306.1832518384555,15.681955536946592,53.22152562743553,3.2626648233767104,1
7.522026029426896,185.72076212498823,12312.259042585443,6.664162584258529,316.1840021602182,449.07856497737544,13.989033183174746,63.042434995177736,3.8504862995938485,1
3.7692234319015054,173.08997208365759,17151.27935381126,8.035354467265003,,322.56656637589083,8.161495837157629,65.80874262000413,3.943392650849033,0
6.2,177.97811236550496,16442.59875254992,8.023978450636482,,314.93789114271084,15.936677720658956,73.1226247237122,4.076501412226942,1
9.689355463064064,253.72212553985608,14619.282059586914,6.7566563548026375,,395.4449506837664,10.564629544436361,63.468122581278315,4.84690456493208,0
8.394381827530477,206.5138142176534,41034.94034257949,8.189301015761844,288.95704960846217,460.99724601453335,6.3619007172793225,65.22308704477477,5.338513972499615,0
6.826070933906187,202.14472978278965,32253.715150988035,5.571670314764297,306.06881191737176,586.8109463703084,19.329086767185224,76.70696015276168,2.644956637146068,0
8.125714106556131,187.77207835413446,37570.67158221366,5.620599215654545,326.631881083019,505.32415170290653,14.761458493994338,36.415960208392654,3.728026264776848,0
,276.87269631631113,26557.760198875498,6.723017157995985,326.5448171625519,542.0039810400297,18.482021225424774,74.45259081634143,3.091958998861295,0
8.208354806277686,239.33484508304738,17259.457846932266,9.486154495017674,387.70960090409926,479.0158643534802,16.76598252817911,31.28085119615449,2.949754778536544,1
5.799063837394772,172.67705642311972,36113.182735661474,7.377937569930365,330.51159975402663,455.84178049065355,14.717595834386685,54.55783430641239,5.954522034710303,0
,187.39806470021787,10772.442630630821,6.68492202072808,,628.6678574403722,15.02151030874964,69.98300138890558,4.2972578820093315,1
7.8697652943078324,189.35135452309706,22211.478335960925,9.559738041906503,315.89769011789883,319.31326639749466,11.03123562987783,,3.943271078026959,1
